Title,Description,Item Category,Price,Sku,Url,Images,Colors,Brand,Retailer
Bolzano Manual Reclining Sofa,Looking for a sleek 2-seater? The Bolzano reclining sofa is your saving grace. Coffee brown microfiber cover is soft to the touch and padded for your comfort. Beautiful lines exhibit exceptional craftsmanship. Smaller-than-normal scale brings quality to even compact spaces. Now you can worry less about finding the perfect recliner for your room and relax more.,Reclining Furniture,899.99,9380281,https://www.ashleyfurniture.com/p/bolzano_reclining_sofa/9380281.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9380281-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-HEAD-ON-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9380281-Bolzano-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-86-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-SET?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-86-T395-PILLOW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-86-T395?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-86-25-T395-PILLOW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-86-25-T395?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-81-86?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-MOOD-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-MOOD-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-MOOD-C?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-DETAIL-A?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-DETAIL-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/93802-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Coffee,Signature Design by Ashley®,ashleyfurniture.com
Olsberg Manual Rocker Recliner,"Seamlessly merging classic elements with modern trends, the Olsberg recliner invites you to bring home the best of then and now. Wrapped in a fabulous steel gray upholstery with sumptuous suede-like feel, this easy-elegant reclining chair is dressed to impress with updated roll arm styling and tailored touches including nailhead trim and window pane stitching.",Reclining Furniture,699.99,4870125,https://www.ashleyfurniture.com/p/olsberg_recliner/4870125.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/48701-25-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/4870125-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/48701-25-SW-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/4870125-Olsberg-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/48701-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Steel,Signature Design by Ashley®,ashleyfurniture.com
Wilhurst Manual Reclining Sofa with Drop Down Table,"Embrace ultimate comfort and style. The Wilhurst reclining sofa is covered in a feel-good blue-gray fabric that&rsquo;s beautified with puckered stitching and biscuit-back tufting. Its drop-down table with cup holders adds functionality. The sofa&rsquo;s enticing, generously stuffed armrests make it that much more of a dream scene.",Reclining Furniture,749.99,5540389,https://www.ashleyfurniture.com/p/wilhurst_reclining_sofa_with_drop_down_table/5540389.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-DDT-UP-OPEN-SET-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-OPEN-ANGLE-DDT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-CLSD-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/55403-89-DDT-DETAIL?$AFHS-Grid-1X$",Marine,Signature Design by Ashley®,ashleyfurniture.com
Game Plan Dual Power Reclining Sofa,"Masterful in its interpretation of modern luxury, the Game Plan power reclining sofa is sleekly tailored in top-grain leather. It&rsquo;s rich to the touch in tones of warm brown, inviting you to indulge in one-touch reclining. Design details polish off this lavish leather sofa. Subtle stitching accents and clean-lined track arms create contemporary character, inviting high-brow style into your home.",Reclining Furniture,2199.99,U1520615,https://www.ashleyfurniture.com/p/game_plan_power_reclining_sofa/U1520615.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-15?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-15-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-15-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-15-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-15-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-PWR-USB?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U15206-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Caramel,Signature Design by Ashley®,ashleyfurniture.com
Wyerville 6-Piece Dual Power Reclining Sectional,Wrap yourself up in the cushioned comfort of the Wyerville power reclining sectional. Bustle back and pillow top armrests make spending time in the living room oh so sweet. Factor in the smoothly neutral upholstery and you&rsquo;ve got an ultra-stylish power recliner that truly caters to your every move.,Reclining Furniture,1449.94,APK-69204-6P,https://www.ashleyfurniture.com/p/wyerville_6-piece_power_reclining_sectional/APK-69204-6P.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-OPEN-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-58-57-31-77-46-62-OPEN-ALT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-57-CONSOLE-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/69204-SWATCH-500?$AFHS-Grid-1X$",Gray,Signature Design by Ashley®,ashleyfurniture.com
Accrington Manual Recliner,"Looking for the perfect blend of decadent comfort and contemporary flair? Feast your eyes on the Accrington rocker recliner. Tufted box cushioning and thick pillow top armrests brilliantly merge style and a sumptuous feel. Wonderfully plush to the touch, the recliner's earthy brown-tone fabric is the ultimate choice for a richly neutral look.",Reclining Furniture,579.99,7050825,https://www.ashleyfurniture.com/p/accrington_recliner/7050825.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/70508-25-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7050825-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/70508-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7050825-Accrington-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/70508-25-OPEN-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/70508-38-MOOD-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/70508-SWATCH-BODY-A?$AFHS-Grid-1X$",Earth,Signature Design by Ashley®,ashleyfurniture.com
Navi Manual Recliner,"If you love the cool look of leather but long for the warm feel of fabric, you can take comfort in the Navi rocker recliner. Wrapped in a fabulous faux leather with a weathered hue and hint of pebbly texture to resemble the real deal, this decidedly modern recliner proves less is more. Elements include angled side profiling and track armrests wrapped with a layer of pillowy softness for that little something extra. Prominent jumbo stitching and clean-lined divided back styling lend fashion-forward flair.",Reclining Furniture,449.99,9400225,https://www.ashleyfurniture.com/p/navi_recliner/9400225.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9400225-CLSD-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/94002-25-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/94002-25-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/94002-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/94002-25-CLSD-ANGLE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/94002-25-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/94002-25-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/9400225-OPEN-10X8-CROP?$AFHS-Grid-1X$",Smoke,Signature Design by Ashley®,ashleyfurniture.com
Earhart Manual Rocker Recliner,Every day is a good day with the Earhart rocker recliner around. Take a load off and forget your worries as you ease back into the luxurious feel of suede-like fabric. Need more comfort and support for your body? Cue the deep seating and tall back. Contrast jumbo stitching adds an element of style to the cushions.,Reclining Furniture,629.99,2910125,https://www.ashleyfurniture.com/p/earhart_recliner/2910125.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-25-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-SWATCH-BODY-A-500?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29101-SWATCH-BODY-B-500?$AFHS-Grid-1X$",Chestnut,Signature Design by Ashley®,ashleyfurniture.com
Workhorse Manual Rocker Recliner,"Saddle up for affordably priced luxury with the Workhorse rocker recliner. Stylish elements of this contemporary recliner include biscuit back cushioning and incredibly thick and sumptuous pillow top armrests. Ultra neutral and wonderfully plush, the warm taupe upholstery is sure to complement an endless array of color schemes.",Reclining Furniture,579.95,5840125,https://www.ashleyfurniture.com/p/workhorse_recliner/5840125.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/58401-25-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/58401-25-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/58401-25-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/58401-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/5840125-Workhorse-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/58401-SWATCH-BODY-A?$AFHS-Grid-1X$",Cocoa,Signature Design by Ashley®,ashleyfurniture.com
Larkinhurst Manual Rocker Recliner,"Dramatically transform your living space with the rustic look of weathered leather you love&mdash;at a fraction of the cost. That&rsquo;s the beauty of the Larkinhurst faux leather rocker recliner. Washed in earthy Southwestern tones, with overstuffed back pillow support, jumbo window-pane stitching and gentle rocking motion, it envelops you in comfort and quality. Classic roll arms bring in just enough of a traditional touch.",Reclining Furniture,762.98,3190125,https://www.ashleyfurniture.com/p/larkinhurst_recliner/3190125.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/31901-25?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/31901-25-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/31901-25-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/31901-25-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/31901-38-35-25-T636?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/3190125-Larkinhurst-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/31901-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Earth,Signature Design by Ashley®,ashleyfurniture.com
Dendron Power Recliner,"The structured style of the Dendron power recliner brings a sense of rich refinement to your space at a reasonable price. A contemporized bustle back makes this chic piece supremely comfortable, while curved padded arm rests provide a clean-lined design element. With its curated look and a blend of real and faux leather, you'll be lounging in luxury.",Reclining Furniture,549.99,U6370206,https://www.ashleyfurniture.com/p/dendron_power_recliner/U6370206.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63702-06-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63702-06-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63702-06-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63702-06-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63702-06-LAY-FLAT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U63702-06-BACK-SW-P1-KO?$AFHS-Grid-1X$",Charcoal,Signature Design by Ashley®,ashleyfurniture.com
Calderwell Manual Reclining Sofa,"Sleek and streamlined, the Calderwell reclining sofa draws out your leisure time with its bustle back construction and thickly cushioned armrests. The super soft faux leather gets a high-end tweak with jumbo contrast stitching so you don&rsquo;t have to sacrifice style for comfort. Sink into the comfortably supportive cushions and stretch your evening as long as you can.",Reclining Furniture,966.98,7710188,https://www.ashleyfurniture.com/p/calderwell_reclining_sofa/7710188.html?cgid=reclining-furniture,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7710188-SET-10X8-CROP?$AFHS-Grid-1X$,Black,Signature Design by Ashley®,ashleyfurniture.com
Clonmel Manual Reclining Sofa,"Large-scale comfort is yours with the Clonmel 2-seat reclining sofa. With supremely padded back, seat and arm cushions, it's the hero for ultimate relaxation. Microfiber upholstery is welcoming, soft and luxuriously covers the extra-wide seats. Recline back and kick up your feet to bolster your comfort level even more.",Reclining Furniture,899.97,3650581,https://www.ashleyfurniture.com/p/clonmel_reclining_sofa/3650581.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36505-81-ANGLE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36505-81-86?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36505-PWR-SWITCH?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/36505-SWATCH-BODY-A?$AFHS-Grid-1X$",Charcoal,Signature Design by Ashley®,ashleyfurniture.com
Marwood Manual Recliner,"Inspired by penthouse living, the Marwood recliner in brown upholstery is high-end design made comfortably affordable. Striking a pose with a clean, boxy profile softened by bustle back styling, this sumptuous seat sports hidden cup holders for an ultra-modern twist.",Reclining Furniture,199.0,3740429,https://www.ashleyfurniture.com/p/marwood_recliner/3740429.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-29?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-29-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-29-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-29-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-29-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-29-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/37404-SWATCH-500?$AFHS-Grid-1X$",Brown,Signature Design by Ashley®,ashleyfurniture.com
Draycoll Power Reclining Loveseat with Console,"Built for luxury, the Draycoll power reclining loveseat with center console lets you kick back in reliable style. The thick, softly textured chenille upholstery provides a comfy surface on which to lounge. With bustle back construction and thickly cushioned armrests, this piece gives you the dependable, powered support you need to unwind with the convenience of the center console to ease your evening.",Reclining Furniture,999.99,7650496,https://www.ashleyfurniture.com/p/draycoll_power_reclining_loveseat_with_console/7650496.html?cgid=reclining-furniture,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7650496-10X8-CROP?$AFHS-Grid-1X$,Slate,Signature Design by Ashley®,ashleyfurniture.com
Next-Gen DuraPella Dual Power Recliner,"This sleek, ultra-modern power recliner has it all. With designer looks and head-to-toe comfort, the Next-Gen DuraPella recliner has the upscale look of leather at a scaled-down faux leather price. Its two-tone upholstery is more durable and water-repellent than regular leather, an added bonus for families with children or pets. Features including wireless and USB charging, an adjustable headrest and an extended &quot;zero-gravity&quot; ottoman for improved circulation make this the next generation of power recliners.",Reclining Furniture,1799.99,2200313,https://www.ashleyfurniture.com/p/next-gen_durapella_power_recliner/2200313.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-13-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-13-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-13-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-13-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-13-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-STITCH-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-PWR-CONTROL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-STORAGE-ARM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/22003-WIRELESS-CHRG?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/2200313-Next-Gen-DuraPella-DIM?$AFHS-Grid-1X$",Sand,Signature Design by Ashley®,ashleyfurniture.com
Alphons Manual Reclining Sofa,"Sincere in its styling, the Alphons reclining sofa invites a relaxed sensibility into your space. Its neutral upholstery has a universal appeal, with pull-tab reclining making it easy to kick back in comfort. Providing high-quality functionality at an affordable price, this sofa marries well with a myriad of design aesthetics.",Reclining Furniture,749.95,2820188,https://www.ashleyfurniture.com/p/alphons_reclining_sofa/2820188.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-88-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/28201-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Putty,Signature Design by Ashley®,ashleyfurniture.com
McAdoo Power Recliner,"Don't simply make do with your living room furniture. Embrace contemporary comfort with the McAdoo power recliner. It brings a new meaning to relaxed refinement, with caramel faux leather upholstery making a subtle-but-striking style statement. Cozy yet curated in design, this sleek recliner is sure to become your favorite spot to unwind.",Reclining Furniture,814.98,6360406,https://www.ashleyfurniture.com/p/mcadoo_power_recliner/6360406.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-06-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-06-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-06-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-06-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-06-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-06-LAY-FLAT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-HDREST-DETAIL-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-WELT-DETAIL-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-PWR-USB-DETAIL-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/63604-SWATCH-500?$AFHS-Grid-1X$",Caramel,Signature Design by Ashley®,ashleyfurniture.com
New Port Autumn Manual Recliner,"Scandinavian / European-styled recliner.&nbsp;A swiveling recliner with self-store footrest that feels like it was custom-made for you.&nbsp;The recliner has the ideal amount of support, with an adjustable recline degree for your&nbsp;comfort needs. Perfect for long naps or resting.&nbsp; Backed by quality, and buy with confidence.",Reclining Furniture,695.0,U600002624,https://www.ashleyfurniture.com/p/new_port_autumn_recliner/U600002624.html?cgid=reclining-furniture,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600002624_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600002624_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600002624_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600002624_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U600002624_3?$AFHS-Grid-1X$",Brick,StarLine,ashleyfurniture.com
Mopton Power Lift Recliner,"The Mopton power lift recliner does the work for you. After you've been sitting and relaxing or reclining fully for a refreshing snooze, it puts you back on your feet with the touch of a button. In a neutral tone of chocolate brown, this faux leather recliner looks and feels great in any room. It's designed for long-lasting durability, so you'll be able to enjoy it for quite a while. ",Reclining Furniture,829.99,7550812,https://www.ashleyfurniture.com/p/mopton_power_lift_recliner/7550812.html?cgid=reclining-furniture,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/75508-12-T127-699-CLSD-10X8-CROP?$AFHS-Grid-1X$,Chocolate,Signature Design by Ashley®,ashleyfurniture.com
